Column|suffix|Analysis_Column|OriginalColumn|Format|QuestionText|dtcode
_northamerica|_northamerica||||For your North American strategy*, how much institutional capital did your company raise for non-listed vehicles in 2020 by investor type (million)?|26
q101_1_northamerica|_northamerica|q101_1113|q101_1|CURRENCY|NA: Pension funds - Non-listed/ commingled real estate funds/private REITs|26_1
q101_2_northamerica|_northamerica|q101_2114|q101_2|CURRENCY|NA: Pension funds - Separate accounts investing directly into real estate|26_2
q101_3_northamerica|_northamerica|q101_3115|q101_3|CURRENCY|NA: Pension funds - Separate accounts investing into indirect vehicles|26_3
q101_4_northamerica|_northamerica|q101_4116|q101_4|CURRENCY|NA: Pension funds - Joint ventures and club deals|26_4
q101_5_northamerica|_northamerica|q101_5117|q101_5|CURRENCY|NA: Pension funds - Funds of funds|26_5
q101_6_northamerica|_northamerica|q101_6118|q101_6|CURRENCY|NA: Pension funds - Non-listed debt products|26_6
q10ROW1_Total_northamerica|_northamerica|q10ROW1_hidden119|q10ROW1_Total|CURRENCY|NA: Pension funds - TOTAL|26_7
q102_1_northamerica|_northamerica|q102_1120|q102_1|CURRENCY|NA: Insurance companies - Non-listed/ commingled real estate funds/private REITs|26_8
q102_2_northamerica|_northamerica|q102_2121|q102_2|CURRENCY|NA: Insurance companies - Separate accounts investing directly into real estate|26_9
q102_3_northamerica|_northamerica|q102_3122|q102_3|CURRENCY|NA: Insurance companies - Separate accounts investing into indirect vehicles|26_10
q102_4_northamerica|_northamerica|q102_4123|q102_4|CURRENCY|NA: Insurance companies - Joint ventures and club deals|26_11
q102_5_northamerica|_northamerica|q102_5124|q102_5|CURRENCY|NA: Insurance companies - Funds of funds|26_12
q102_6_northamerica|_northamerica|q102_6125|q102_6|CURRENCY|NA: Insurance companies - Non-listed debt products|26_13
q10ROW2_Total_northamerica|_northamerica|q10ROW2_hidden126|q10ROW2_Total|CURRENCY|NA: Insurance companies - TOTAL|26_14
q103_1_northamerica|_northamerica|q103_1127|q103_1|CURRENCY|NA: Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|26_15
q103_2_northamerica|_northamerica|q103_2128|q103_2|CURRENCY|NA: Sovereign wealth funds - Separate accounts investing directly into real estate|26_16
q103_3_northamerica|_northamerica|q103_3129|q103_3|CURRENCY|NA: Sovereign wealth funds - Separate accounts investing into indirect vehicles|26_17
q103_4_northamerica|_northamerica|q103_4130|q103_4|CURRENCY|NA: Sovereign wealth funds - Joint ventures and club deals|26_18
q103_5_northamerica|_northamerica|q103_5131|q103_5|CURRENCY|NA: Sovereign wealth funds - Funds of funds|26_19
q103_6_northamerica|_northamerica|q103_6132|q103_6|CURRENCY|NA: Sovereign wealth funds - Non-listed debt products|26_20
q10ROW3_Total_northamerica|_northamerica|q10ROW3_hidden133|q10ROW3_Total|CURRENCY|NA: Sovereign wealth funds - TOTAL|26_21
q104_1_northamerica|_northamerica|q104_1134|q104_1|CURRENCY|NA: Government institutions - Non-listed/ commingled real estate funds/private REITs|26_22
q104_2_northamerica|_northamerica|q104_2135|q104_2|CURRENCY|NA: Government institutions - Separate accounts investing directly into real estate|26_23
q104_3_northamerica|_northamerica|q104_3136|q104_3|CURRENCY|NA: Government institutions - Separate accounts investing into indirect vehicles|26_24
q104_4_northamerica|_northamerica|q104_4137|q104_4|CURRENCY|NA: Government institutions - Joint ventures and club deals|26_25
q104_5_northamerica|_northamerica|q104_5138|q104_5|CURRENCY|NA: Government institutions - Funds of funds|26_26
q104_6_northamerica|_northamerica|q104_6139|q104_6|CURRENCY|NA: Government institutions - Non-listed debt products|26_27
q10ROW4_Total_northamerica|_northamerica|q10ROW4_hidden140|q10ROW4_Total|CURRENCY|NA: Government institutions - TOTAL|26_28
q105_1_northamerica|_northamerica|q105_1141|q105_1|CURRENCY|NA: Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|26_29
q105_2_northamerica|_northamerica|q105_2142|q105_2|CURRENCY|NA: Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|26_30
q105_3_northamerica|_northamerica|q105_3143|q105_3|CURRENCY|NA: Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|26_31
q105_4_northamerica|_northamerica|q105_4144|q105_4|CURRENCY|NA: Charities, foundations, non-profit organisations - Joint ventures and club deals|26_32
q105_5_northamerica|_northamerica|q105_5145|q105_5|CURRENCY|NA: Charities, foundations, non-profit organisations - Funds of funds|26_33
q105_6_northamerica|_northamerica|q105_6146|q105_6|CURRENCY|NA: Charities, foundations, non-profit organisations - Non-listed debt products|26_34
q10ROW5_Total_northamerica|_northamerica|q10ROW5_hidden147|q10ROW5_Total|CURRENCY|NA: Charities, foundations, non-profit organisations - TOTAL|26_35
q106_1_northamerica|_northamerica|q106_1148|q106_1|CURRENCY|NA: Funds of funds - Non-listed/ commingled real estate funds/private REITs|26_36
q106_2_northamerica|_northamerica|q106_2149|q106_2|CURRENCY|NA: Funds of funds - Separate accounts investing directly into real estate|26_37
q106_3_northamerica|_northamerica|q106_3150|q106_3|CURRENCY|NA: Funds of funds - Separate accounts investing into indirect vehicles|26_38
q106_4_northamerica|_northamerica|q106_4151|q106_4|CURRENCY|NA: Funds of funds - Joint ventures and club deals|26_39
q106_5_northamerica|_northamerica|q106_5152|q106_5|CURRENCY|NA: Funds of funds - Funds of funds|26_40
q106_6_northamerica|_northamerica|q106_6153|q106_6|CURRENCY|NA: Funds of funds - Non-listed debt products|26_41
q10ROW6_Total_northamerica|_northamerica|q10ROW6_hidden154|q10ROW6_Total|CURRENCY|NA: Funds of funds - TOTAL|26_42
q107_1_northamerica|_northamerica|q107_1155|q107_1|CURRENCY|NA: High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|26_43
q107_2_northamerica|_northamerica|q107_2156|q107_2|CURRENCY|NA: High net worth individuals /Family offices - Separate accounts investing directly into real estate|26_44
q107_3_northamerica|_northamerica|q107_3157|q107_3|CURRENCY|NA: High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|26_45
q107_4_northamerica|_northamerica|q107_4158|q107_4|CURRENCY|NA: High net worth individuals /Family offices - Joint ventures and club deals|26_46
q107_5_northamerica|_northamerica|q107_5159|q107_5|CURRENCY|NA: High net worth individuals /Family offices - Funds of funds|26_47
q107_6_northamerica|_northamerica|q107_6160|q107_6|CURRENCY|NA: High net worth individuals /Family offices - Non-listed debt products|26_48
q10ROW7_Total_northamerica|_northamerica|q10ROW7_hidden161|q10ROW7_Total|CURRENCY|NA: High net worth individuals /Family offices - TOTAL|26_49
q10other_northamerica|_northamerica|q10other162|q10other|TEXT|NA: Other investor type (Other)|26_50
q108_1_northamerica|_northamerica|q108_1163|q108_1|CURRENCY|NA: Other - Non-listed/ commingled real estate funds/private REITs|26_51
q108_2_northamerica|_northamerica|q108_2164|q108_2|CURRENCY|NA: Other - Separate accounts investing directly into real estate|26_52
q108_3_northamerica|_northamerica|q108_3165|q108_3|CURRENCY|NA: Other - Separate accounts investing into indirect vehicles|26_53
q108_4_northamerica|_northamerica|q108_4166|q108_4|CURRENCY|NA: Other - Joint ventures and club deals|26_54
q108_5_northamerica|_northamerica|q108_5167|q108_5|CURRENCY|NA: Other - Funds of funds|26_55
q108_6_northamerica|_northamerica|q108_6168|q108_6|CURRENCY|NA: Other - Non-listed debt products|26_56
q10ROW8_Total_northamerica|_northamerica|q10ROW8_hidden169|q10ROW8_Total|CURRENCY|NA: Other - TOTAL|26_57
q10COL1_Total_northamerica|_northamerica|q10COL1_hidden170|q10COL1_Total|CURRENCY|NA TOTAL - Non-listed/ commingled real estate funds/private REITs|26_58
q10COL2_Total_northamerica|_northamerica|q10COL2_hidden171|q10COL2_Total|CURRENCY|NA TOTAL - Separate accounts investing directly into real estate|26_59
q10COL3_Total_northamerica|_northamerica|q10COL3_hidden172|q10COL3_Total|CURRENCY|NA TOTAL - Separate accounts investing into indirect vehicles|26_60
q10COL4_Total_northamerica|_northamerica|q10COL4_hidden173|q10COL4_Total|CURRENCY|NA TOTAL - Joint ventures and club deals|26_61
q10COL5_Total_northamerica|_northamerica|q10COL5_hidden174|q10COL5_Total|CURRENCY|NA TOTAL - Funds of funds|26_62
q10COL6_Total_northamerica|_northamerica|q10COL6_hidden175|q10COL6_Total|CURRENCY|NA TOTAL - Non-listed debt products|26_63
q10GRANDTotal_northamerica|_northamerica|q10GRANDTotal_hidden176|q10GRANDTotal|CURRENCY|NA TOTAL Capital Raised in 2020 for your North American strategy by investor type|26_64
_northamerica|_northamerica||||For your North American*, how much institutional capital did your company raise for non-listed vehicles in 2020 by investor domicile (million)?|27
q111_1_northamerica|_northamerica|q111_1177|q111_1|CURRENCY|NA: Asia Pacific - Non-listed/ commingled real estate funds/private REITs|27_1
q111_2_northamerica|_northamerica|q111_2178|q111_2|CURRENCY|NA: Asia Pacific - Separate accounts investing directly into real estate|27_2
q111_3_northamerica|_northamerica|q111_3179|q111_3|CURRENCY|NA: Asia Pacific - Separate accounts investing into indirect vehicles|27_3
q111_4_northamerica|_northamerica|q111_4180|q111_4|CURRENCY|NA: Asia Pacific - Joint ventures and club deals|27_4
q111_5_northamerica|_northamerica|q111_5181|q111_5|CURRENCY|NA: Asia Pacific - Funds of funds|27_5
q111_6_northamerica|_northamerica|q111_6182|q111_6|CURRENCY|NA: Asia Pacific - Non-listed debt products|27_6
q11ROW1_Total_northamerica|_northamerica|q11ROW1_hidden183|q11ROW1_Total|CURRENCY|NA: Asia Pacific - TOTAL|27_7
q112_1_northamerica|_northamerica|q112_1184|q112_1|CURRENCY|NA: Europe - Non-listed/ commingled real estate funds/private REITs|27_8
q112_2_northamerica|_northamerica|q112_2185|q112_2|CURRENCY|NA: Europe - Separate accounts investing directly into real estate|27_9
q112_3_northamerica|_northamerica|q112_3186|q112_3|CURRENCY|NA: Europe - Separate accounts investing into indirect vehicles|27_10
q112_4_northamerica|_northamerica|q112_4187|q112_4|CURRENCY|NA: Europe - Joint ventures and club deals|27_11
q112_5_northamerica|_northamerica|q112_5188|q112_5|CURRENCY|NA: Europe - Funds of funds|27_12
q112_6_northamerica|_northamerica|q112_6189|q112_6|CURRENCY|NA: Europe - Non-listed debt products|27_13
q11ROW2_Total_northamerica|_northamerica|q11ROW2_hidden190|q11ROW2_Total|CURRENCY|NA: Europe - TOTAL|27_14
q113_1_northamerica|_northamerica|q113_1191|q113_1|CURRENCY|NA: North America - Non-listed/ commingled real estate funds/private REITs|27_15
q113_2_northamerica|_northamerica|q113_2192|q113_2|CURRENCY|NA: North America - Separate accounts investing directly into real estate|27_16
q113_3_northamerica|_northamerica|q113_3193|q113_3|CURRENCY|NA: North America - Separate accounts investing into indirect vehicles|27_17
q113_4_northamerica|_northamerica|q113_4194|q113_4|CURRENCY|NA: North America - Joint ventures and club deals|27_18
q113_5_northamerica|_northamerica|q113_5195|q113_5|CURRENCY|NA: North America - Funds of funds|27_19
q113_6_northamerica|_northamerica|q113_6196|q113_6|CURRENCY|NA: North America - Non-listed debt products|27_20
q11ROW3_Total_northamerica|_northamerica|q11ROW3_hidden197|q11ROW3_Total|CURRENCY|NA: North America - TOTAL|27_21
q114_1_northamerica|_northamerica|q114_1198|q114_1|CURRENCY|NA: South America - Non-listed/ commingled real estate funds/private REITs|27_22
q114_2_northamerica|_northamerica|q114_2199|q114_2|CURRENCY|NA: South America - Separate accounts investing directly into real estate|27_23
q114_3_northamerica|_northamerica|q114_3200|q114_3|CURRENCY|NA: South America - Separate accounts investing into indirect vehicles|27_24
q114_4_northamerica|_northamerica|q114_4201|q114_4|CURRENCY|NA: South America - Joint ventures and club deals|27_25
q114_5_northamerica|_northamerica|q114_5202|q114_5|CURRENCY|NA: South America - Funds of funds|27_26
q114_6_northamerica|_northamerica|q114_6203|q114_6|CURRENCY|NA: South America - Non-listed debt products|27_27
q11ROW4_Total_northamerica|_northamerica|q11ROW4_hidden204|q11ROW4_Total|CURRENCY|NA: South America - TOTAL|27_28
q115_1_northamerica|_northamerica|q115_1205|q115_1|CURRENCY|NA: Africa - Non-listed/ commingled real estate funds/private REITs|27_29
q115_2_northamerica|_northamerica|q115_2206|q115_2|CURRENCY|NA: Africa - Separate accounts investing directly into real estate|27_30
q115_3_northamerica|_northamerica|q115_3207|q115_3|CURRENCY|NA: Africa - Separate accounts investing into indirect vehicles|27_31
q115_4_northamerica|_northamerica|q115_4208|q115_4|CURRENCY|NA: Africa - Joint ventures and club deals|27_32
q115_5_northamerica|_northamerica|q115_5209|q115_5|CURRENCY|NA: Africa - Funds of funds|27_33
q115_6_northamerica|_northamerica|q115_6210|q115_6|CURRENCY|NA: Africa - Non-listed debt products|27_34
q11ROW5_Total_northamerica|_northamerica|q11ROW5_hidden211|q11ROW5_Total|CURRENCY|NA: Africa - TOTAL|27_35
q11COL1_Total_northamerica|_northamerica|q11COL1_hidden212|q11COL1_Total|CURRENCY|NA: TOTAL - Non-listed/ commingled real estate funds/private REITs|27_36
q11COL2_Total_northamerica|_northamerica|q11COL2_hidden213|q11COL2_Total|CURRENCY|NA: TOTAL - Separate accounts investing directly into real estate|27_37
q11COL3_Total_northamerica|_northamerica|q11COL3_hidden214|q11COL3_Total|CURRENCY|NA: TOTAL - Separate accounts investing into indirect vehicles|27_38
q11COL4_Total_northamerica|_northamerica|q11COL4_hidden215|q11COL4_Total|CURRENCY|NA: TOTAL - Joint ventures and club deals|27_39
q11COL5_Total_northamerica|_northamerica|q11COL5_hidden216|q11COL5_Total|CURRENCY|NA: TOTAL - Funds of funds|27_40
q11COL6_Total_northamerica|_northamerica|q11COL6_hidden217|q11COL6_Total|CURRENCY|NA: TOTAL - Non-listed debt products|27_41
q11GRANDTotal_northamerica|_northamerica|q11GRANDTotal_hidden218|q11GRANDTotal|CURRENCY|NA TOTAL Capital Raised in 2020 for your North American strategy by investor domicile|27_42
q12_northamerica|_northamerica|q1222|q12|SINGLE|For your North American strategy*, for which sector-strategy did your company raise institutional capital for non-listed vehicles in 2020?|28
_northamerica|_northamerica||||For your North American strategy*, how much institutional capital did your company raise for non-listed vehicles in 2020 by targeted multi-sector (million)?|29
q131_1_northamerica|_northamerica|q131_133|q131_1|CURRENCY|NA: Main sectors - Non-listed/ commingled real estate funds/private REITs|29_1
q131_2_northamerica|_northamerica|q131_244|q131_2|CURRENCY|NA: Main sectors - Separate accounts investing directly into real estate|29_2
q131_3_northamerica|_northamerica|q131_355|q131_3|CURRENCY|NA: Main sectors - Separate accounts investing into indirect vehicles|29_3
q131_4_northamerica|_northamerica|q131_466|q131_4|CURRENCY|NA: Main sectors - Joint ventures and club deals|29_4
q131_5_northamerica|_northamerica|q131_577|q131_5|CURRENCY|NA: Main sectors - Funds of funds|29_5
q131_6_northamerica|_northamerica|q131_688|q131_6|CURRENCY|NA: Main sectors - Non-listed debt products|29_6
q13ROW1_Total_northamerica|_northamerica|q13ROW1_Total99|q13ROW1_Total|CURRENCY|NA: TOTAL - Main sectors |29_7
q132_1_northamerica|_northamerica|q132_11010|q132_1|CURRENCY|NA:  Alternative sectors - Non-listed/ commingled real estate funds/private REITs|29_8
q132_2_northamerica|_northamerica|q132_21111|q132_2|CURRENCY|NA:  Alternative sectors - Separate accounts investing directly into real estate|29_9
q132_3_northamerica|_northamerica|q132_31212|q132_3|CURRENCY|NA:  Alternative sectors - Separate accounts investing into indirect vehicles|29_10
q132_4_northamerica|_northamerica|q132_41313|q132_4|CURRENCY|NA:  Alternative sectors - Joint ventures and club deals|29_11
q132_5_northamerica|_northamerica|q132_51414|q132_5|CURRENCY|NA:  Alternative sectors - Funds of funds|29_12
q132_6_northamerica|_northamerica|q132_61515|q132_6|CURRENCY|NA:  Alternative sectors - Non-listed debt products|29_13
q13ROW2_Total_northamerica|_northamerica|q13ROW2_Total1616|q13ROW2_Total|CURRENCY|NA:  TOTAL - Alternative sectors|29_14
q13COL1_Total_northamerica|_northamerica|q13COL1_Total1717|q13COL1_Total|CURRENCY|NA: TOTAL - Non-listed/ commingled real estate funds/private REITs|29_15
q13COL2_Total_northamerica|_northamerica|q13COL2_Total1818|q13COL2_Total|CURRENCY|NA: TOTAL - Separate accounts investing directly into real estate|29_16
q13COL3_Total_northamerica|_northamerica|q13COL3_Total1919|q13COL3_Total|CURRENCY|NA: TOTAL - Separate accounts investing into indirect vehicles|29_17
q13COL4_Total_northamerica|_northamerica|q13COL4_Total2020|q13COL4_Total|CURRENCY|NA: TOTAL - Joint ventures and club deals|29_18
q13COL5_Total_northamerica|_northamerica|q13COL5_Total2121|q13COL5_Total|CURRENCY|NA: TOTAL - Funds of funds|29_19
q13COL6_Total_northamerica|_northamerica|q13COL6_Total2222|q13COL6_Total|CURRENCY|NA: TOTAL - Non-listed debt products|29_20
q13GRANDTotal_northamerica|_northamerica|q13GRANDTotal2323|q13GRANDTotal|CURRENCY|NA TOTAL Raised by targeted multi-sector|29_21
_northamerica|_northamerica||||For your North American strategy*, how much institutional capital did your company raise for non-listed vehicles in 2020 by targeted sector (million)?|30
q141_1_northamerica|_northamerica|q141_12424|q141_1|CURRENCY|NA: Office - Non-listed/ commingled real estate funds/private REITs|30_1
q141_2_northamerica|_northamerica|q141_22525|q141_2|CURRENCY|NA: Office - Separate accounts investing directly into real estate|30_2
q141_3_northamerica|_northamerica|q141_32626|q141_3|CURRENCY|NA: Office - Separate accounts investing into indirect vehicles|30_3
q141_4_northamerica|_northamerica|q141_42727|q141_4|CURRENCY|NA: Office - Joint ventures and club deals|30_4
